;Library;Host;Host_taxid;OTU;NCBI_accession;Habitat;Habitat_labels;Site;Location;Longitude;Latitude;Date;OTU name;Family;NCBI_title;Genome;BLAST_matches
926;PV147;Papaver rhoeas;33128;RheMV;NC_009041;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Tobamovirus 4;Virgaviridae;Rehmannia mosaic virus;(+)ssRNA;52.0
927;PV179;Conyza canadensis;72917;RheMV;NC_009041;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Tobamovirus 4;Virgaviridae;Rehmannia mosaic virus;(+)ssRNA;52.0
928;PV212;Amaranthus sp;;RheMV;NC_009041;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Tobamovirus 4;Virgaviridae;Rehmannia mosaic virus;(+)ssRNA;52.0
929;PV418;Aristolochia pistolochia;212733;RheMV;NC_009041;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['23/5/16', '10/5/17'];Tobamovirus 4;Virgaviridae;Rehmannia mosaic virus;(+)ssRNA;52.0
930;PV064;Artemisia herba alba;;RMV;NC_002792;Wasteland;25 - fallow land;E1;Aranjuez;-3.500323;40.059138;['19/11/15', '10/11/16'];Tobamovirus 15;Virgaviridae;Ribgrass mosaic virus;(+)ssRNA;14.0
931;PV085;Avena sterilis;83444;RMV;NC_002792;Wasteland;25 - fallow land;E4;Mondéjar;-3.131139;40.494167;['31/5/16', '3/5/17'];Tobamovirus 15;Virgaviridae;Ribgrass mosaic virus;(+)ssRNA;14.0
932;PV076;Verbascum sinuatum;1042526;RRV;NC_015298;Wasteland;25 - fallow land;E2;San Martín de la Vega;-3.536191;40.234966;['19/11/15', '10/11/16'];Emaravirus 2;Fimoviridae;Rose rosette virus RNA 1;(-)ssRNA;2.0
933;PV430;Papaver rhoeas;33128;RsCV1;NC_008190;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['23/5/16', '10/5/17'];Deltapartitivirus 1;Partitiviridae;Raphanus sativus cryptic virus 1 dsRNA 2;dsRNA;2.0
934;PV268;Sisymbrium runcinatum;2790294;RsCV2;NC_010343;Wasteland;25 - fallow land;E3;Ambite;-3.196057;40.089637;['1/2/16', '10/11/16'];Deltapartitivirus 4;Partitiviridae;Raphanus sativus cryptic virus 2 segment 1;dsRNA;10.0
935;PV143;Diplotaxis erucoides;3732;RsCV3;NC_011705;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Deltapartitivirus 5;Partitiviridae;Raphanus sativus cryptic virus 3 segment 1;dsRNA;20.0
936;PV257;Desconocida 5;;RsCV3;NC_011705;Wasteland;25 - fallow land;E3;Ambite;-3.196057;40.089637;['1/2/16', '10/11/16'];Deltapartitivirus 5;Partitiviridae;Raphanus sativus cryptic virus 3 segment 1;dsRNA;20.0
937;PV001;Amaranthus sp;;RuCMV;NC_011187;Crop;21 - field;M1;Aranjuez;-3.34522;40.03184;['16/7/15'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
938;PV029;Picris echioides;174463;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
939;PV030;Milium vernale;368341;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
940;PV031;Convolvulus arvensis;4123;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
941;PV032;Brachypodium retusum;52142;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
942;PV033;Amaranthus sp;;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
943;PV047;Zea mays;4577;RuCMV;NC_011187;Crop;21 - field;Z2;Villamanrique de Tajo;-3.131;40.04472;['24/7/15'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
944;PV050;Xanthium strumarium;318068;RuCMV;NC_011187;Crop;21 - field;Z1;Villaconejos;-3.476076;40.050052;['16/7/15'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
945;PV062;Cucumis melo;3656;RuCMV;NC_011187;Crop;21 - field;M3;Villamanrique de Tajo;-3.125;40.0459;['15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
946;PV063;Cucumis melo;3656;RuCMV;NC_011187;Crop;21 - field;M4;Villamanrique de Tajo;-3.182801;40.032298;['15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
947;PV065;Diplotaxis erucoides;3732;RuCMV;NC_011187;Wasteland;25 - fallow land;E1;Aranjuez;-3.500323;40.059138;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
948;PV072;Taraxacum officinale;50225;RuCMV;NC_011187;Wasteland;25 - fallow land;E1;Aranjuez;-3.500323;40.059138;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
949;PV074;Leontodon sp;;RuCMV;NC_011187;Wasteland;25 - fallow land;E2;San Martín de la Vega;-3.536191;40.234966;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
950;PV081;Lithospermum arvense;181181;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
951;PV082;Marrubium vulgare;41230;RuCMV;NC_011187;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['8/9/15', '12/9/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
952;PV096;Milium vernale;368341;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
953;PV113;Carduus bourgeanus;1338475;RuCMV;NC_011187;Oak;11 - forest or woodland;Q2;San Martín de la Vega;-3.530613;40.225155;['23/5/16', '10/5/17'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
954;PV130;Carduus bourgeanus;1338475;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
955;PV159;Carduus bourgeanus;1338475;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
956;PV160;Chenopodium album;3559;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
957;PV161;Convolvulus arvensis;4123;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
958;PV162;Conyza canadensis;72917;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
959;PV163;Lolium perenne;4522;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
960;PV164;Sonchus oleraceus;50207;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
961;PV165;Anchusa undulata;256482;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
962;PV167;Chenopodium album;3559;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
963;PV168;Conyza canadensis;72917;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
964;PV169;Galium verum;462873;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
965;PV171;Lolium perenne;4522;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
966;PV172;Picris echioides;174463;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
967;PV173;Rubia peregrina;29801;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
968;PV175;Amaranthus sp;;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
969;PV176;Anacyclus clavatus;99026;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
970;PV177;Bassia scoparia;83154;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
971;PV178;Chenopodium album;3559;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
972;PV180;Cynodon dactylon;28909;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
973;PV181;Diplotaxis erucoides;3732;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
974;PV182;Lactuca serriola;75943;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
975;PV183;Picris echioides;174463;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
976;PV184;Silybum marianum;92921;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
977;PV185;Solanum nigrum;4112;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
978;PV186;Sonchus oleraceus;50207;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
979;PV187;Brachypodium phoenicoides;65973;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
980;PV188;Convolvulus arvensis;4123;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
981;PV189;Geranium sp;;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
982;PV190;Rubia peregrina;29801;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
983;PV191;Allium sativum;4682;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
984;PV192;Anchusa undulata;256482;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
985;PV193;Galium verum;462873;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
986;PV194;Papaver rhoeas;33128;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
987;PV195;Picris echioides;174463;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
988;PV196;Amaranthus sp;;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
989;PV197;Anthriscus caucalis;54826;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
990;PV198;Brachypodium retusum;52142;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
991;PV199;Carduus bourgeanus;1338475;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
992;PV200;Chenopodium album;3559;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
993;PV201;Convolvulus arvensis;4123;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
994;PV202;Conyza bonariensis;91242;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
995;PV203;Cynodon dactylon;28909;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
996;PV204;Diplotaxis erucoides;3732;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
997;PV205;Geranium sp;;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
998;PV206;Lactuca serriola;75943;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
999;PV207;Picris echioides;174463;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1000;PV208;Rubia peregrina;29801;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1001;PV209;Rumex pulcher;291098;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1002;PV210;Cynodon dactylon;28909;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1003;PV211;Solanum nigrum;4112;RuCMV;NC_011187;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1004;PV212;Amaranthus sp;;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1005;PV213;Carduus bourgeanus;1338475;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1006;PV214;Convolvulus arvensis;4123;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1007;PV215;Conyza bonariensis;91242;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1008;PV216;Cynodon dactylon;28909;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1009;PV217;Datura stramonium;4076;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1010;PV218;Daucus sp;;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1011;PV219;Diplotaxis erucoides;3732;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1012;PV220;Eruca vesicaria;180536;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1013;PV221;Lactuca serriola;75943;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1014;PV222;Malva sylvestris;145754;RuCMV;NC_011187;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1015;PV223;Silybum marianum;92921;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1016;PV224;Vicia sp;;RuCMV;NC_011187;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1017;PV225;Cirsium arvense;41550;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1018;PV226;Convolvulus arvensis;4123;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1019;PV227;Daucus sp;;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1020;PV229;Diplotaxis erucoides;3732;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1021;PV230;Echium vulgare;34253;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1022;PV231;Lepidium draba;153317;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1023;PV232;Lolium perenne;4522;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1024;PV233;Phalaris minor;222563;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1025;PV234;Rumex pulcher;291098;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1026;PV235;Silybum marianum;92921;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1027;PV236;Trifolium campestre;97015;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1028;PV237;Erodium cicutarium;301481;RuCMV;NC_011187;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1029;PV356;Hordeum matritense;;RuCMV;NC_011187;Wasteland;25 - fallow land;E3;Ambite;-3.196057;40.089637;['31/5/16', '3/5/17'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1030;PV430;Papaver rhoeas;33128;RuCMV;NC_011187;Oak;11 - forest or woodland;Q1;Aranjuez;-3.39183;39.59552;['23/5/16', '10/5/17'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1031;PV464;Rubia peregrina;29801;RuCMV;NC_011187;Oak;11 - forest or woodland;Q3;Ambite;-3.205903;40.320294;['31/5/16', '3/5/17'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1032;PV491;Hordeum vulgare;4513;RuCMV;NC_011187;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1033;PV500;Desconocida 5;;RuCMV;NC_011187;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1034;PV505;Hordeum vulgare;4513;RuCMV;NC_011187;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
1035;PV525;Diplotaxis erucoides;3732;RuCMV;NC_011187;Crop;21 - field;Z1;Villaconejos;-3.476076;40.050052;['16/7/15'];Sobemovirus 1;Solemoviridae;Rubus chlorotic mottle virus;(+)ssRNA;1094862.0
